variable_name,dataset,description,data_type,units,value_encoding,n_codes,dbgap_variable_id,dbgap_study
ndgalng1,MESA_Exam1Main,PEOPLE IN NEIGHBORHOOD DON'T GET ALONG,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEITHER AGREE NOR DISAGREE|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00085493.v2,phs000209.v13
ndri1c,MESA_Exam1Main,NOREPINEPHRINE-DOPAMINE REUPTAKE INHIBITOR,NUMERIC,,,,phv00191179.v2,phs000209.v13
nervous1,MESA_Exam1Main,I FEEL NERVOUS AND RESTLESS,NUMERIC,,1=ALMOST NEVER|2=SOMETIMES|3=OFTEN|4=ALMOST ALWAYS,4,phv00084705.v2,phs000209.v13
nhdadm1,MESA_Exam1Main,QUESTIONNAIRE ADMINISTRATOR - NEIGHBORHOOD,NUMERIC,,1=SELF-ADMIN|2=INTERVIEWER-ADMIN,2,phv00085502.v2,phs000209.v13
nhdblks1,MESA_Exam1Main,NUMBER OF BLOCKS IN NEIGHBORHOOD,NUMERIC,,,,phv00085498.v2,phs000209.v13
nhdlc31c,MESA_Exam1Main,CALCULATED HDL CHOLESTEROL (mg/dL) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,mg/dL,,,phv00160506.v1,phs000209.v13
nhdmo1,MESA_Exam1Main,NUMBER OF MONTHS LIVED IN NEIGHBORHOOD,NUMERIC,,,,phv00085496.v2,phs000209.v13
nhdtim1c,MESA_Exam1Main,HOW LONG LIVED IN NEIGHBORHOOD (YRS),NUMERIC,Years,,,phv00085501.v2,phs000209.v13
nhdyrs1,MESA_Exam1Main,NUMBER OF YEARS LIVED IN NEIGHBORHOOD,NUMERIC,,,,phv00085497.v2,phs000209.v13
nhelp1,MESA_Exam1Main,PEOPLE WILLING TO HELP THEIR NEIGHBORS,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEITHER AGREE NOR DISAGREE|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00085494.v2,phs000209.v13
nhhldc1,MESA_Exam1Main,# CHILDREN SUPPORTED BY FAMILY INCOME,NUMERIC,,,,phv00085559.v2,phs000209.v13
nhhlde1,MESA_Exam1Main,# ADULTS AGE > 65 SUPPORTED BY FAMILY INCOME,NUMERIC,,,,phv00085561.v2,phs000209.v13
niac1c,MESA_Exam1Main,NIACIN AND NICOTINIC ACID,NUMERIC,,0=NO|1=YES,2,phv00085373.v2,phs000209.v13
nifir1c,MESA_Exam1Main,IMMEDIATE-RELEASE NIFEDIPINE,NUMERIC,,0=NO|1=YES,2,phv00085374.v2,phs000209.v13
nifsr1c,MESA_Exam1Main,SLOW-RELEASE NIFEDIPINE,NUMERIC,,0=NO|1=YES,2,phv00085375.v2,phs000209.v13
nine11,MESA_Exam1Main,CT DATA CORRECTED BECAUSE OF 9/11/01,NUMERIC,,0=NO|1=YES,2,phv00084516.v2,phs000209.v13
nlfshop1,MESA_Exam1Main,LACK OF ADEQUATE FOOD SHOPPING IN NEIGHBORHOOD,NUMERIC,,1=VERY SERIOUS PROBLEM|2=SOMEWHAT SERIOUS PROBLEM|3=MINOR PROBLEM|4=NOT REALLY A PROBLEM,4,phv00085487.v2,phs000209.v13
nlparks1,MESA_Exam1Main,LACK OF PARKS/PLAYGROUNDS IN NEIGHBORHOOD,NUMERIC,,1=VERY SERIOUS PROBLEM|2=SOMEWHAT SERIOUS PROBLEM|3=MINOR PROBLEM|4=NOT REALLY A PROBLEM,4,phv00085486.v2,phs000209.v13
nmskncn1,MESA_Exam1Main,NON-MELANOMA SKIN CANCER,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085218.v2,phs000209.v13
nnoise1,MESA_Exam1Main,EXCESSIVE NOISE IN NEIGHBORHOOD,NUMERIC,,1=VERY SERIOUS PROBLEM|2=SOMEWHAT SERIOUS PROBLEM|3=MINOR PROBLEM|4=NOT REALLY A PROBLEM,4,phv00085489.v2,phs000209.v13
noab1,MESA_Exam1Main,# OF TIMES TREATED W/ ANTIBIOTICS (PAST YEAR) UNKNOWN,NUMERIC,,0=# TIMES UNKNOWN,1,phv00085301.v2,phs000209.v13
noab5y1,MESA_Exam1Main,# OF TIMES TREATED W/ ANTIBIOTICS (PAST 5 YEARS) UNKNOWN,NUMERIC,,0=# TIMES UNKNOWN,1,phv00085303.v2,phs000209.v13
noconf1,MESA_Exam1Main,I LACK SELF-CONFIDENCE,NUMERIC,,1=ALMOST NEVER|2=SOMETIMES|3=OFTEN|4=ALMOST ALWAYS,4,phv00084710.v2,phs000209.v13
noteat1,MESA_Exam1Main,"POOR APPETITE, PAST WEEK",NUMERIC,,1=<1 DAY|2=1-2 DAYS|3=3-4 DAYS|4=5-7 DAYS,4,phv00084729.v2,phs000209.v13
nprob1c,MESA_Exam1Main,NEIGHBORHOOD PROBLEMS SCORE,NUMERIC,,,,phv00085500.v2,phs000209.v13
nsafe1,MESA_Exam1Main,HOW SAFE IS NEIGHBORHOOD FROM CRIME,NUMERIC,,1=VERY SAFE|2=BETWEEN VERY SAFE AND SAFE|3=SAFE|4=BETWEEN SAFE AND NOT AT ALL SAFE|5=NOT AT ALL SAFE,5,phv00085490.v2,phs000209.v13
nsaid1c,MESA_Exam1Main,"NON-STEROIDAL ANTI-INFLAMMATORY AGENTS, EXCLUDING ASPIRIN",NUMERIC,,0=NO|1=YES,2,phv00085376.v2,phs000209.v13
nsdwlk1,MESA_Exam1Main,POOR SIDEWALKS IN NEIGHBORHOOD,NUMERIC,,1=VERY SERIOUS PROBLEM|2=SOMEWHAT SERIOUS PROBLEM|3=MINOR PROBLEM|4=NOT REALLY A PROBLEM,4,phv00085484.v2,phs000209.v13
ntca1c,MESA_Exam1Main,NON-TRICYCLIC ANTIDEPRESSANTS OTHER THAN MAOI,NUMERIC,,0=NO|1=YES,2,phv00085377.v3,phs000209.v13
ntg1c,MESA_Exam1Main,NITRATES,NUMERIC,,0=NO|1=YES,2,phv00085378.v2,phs000209.v13
ntraf1,MESA_Exam1Main,HEAVY TRAFFIC OR SPEEDING CARS IN NEIGHBORHOOD,NUMERIC,,1=VERY SERIOUS PROBLEM|2=SOMEWHAT SERIOUS PROBLEM|3=MINOR PROBLEM|4=NOT REALLY A PROBLEM,4,phv00085488.v2,phs000209.v13
ntrash1,MESA_Exam1Main,TRASH AND LITTER PROBLEM IN NEIGHBORHOOD,NUMERIC,,1=VERY SERIOUS PROBLEM|2=SOMEWHAT SERIOUS PROBLEM|3=MINOR PROBLEM|4=NOT REALLY A PROBLEM,4,phv00085485.v2,phs000209.v13
ntrg31c,MESA_Exam1Main,CALCULATED TOTAL TRIGLYCERIDES (mg/dL) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,mg/dL,,,phv00160504.v1,phs000209.v13
ntrust1,MESA_Exam1Main,PEOPLE IN NEIGHBORHOOD CAN BE TRUSTED,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEITHER AGREE NOR DISAGREE|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00085492.v2,phs000209.v13
numhhld1,MESA_Exam1Main,# PEOPLE SUPPORTED BY FAMILY INCOME,NUMERIC,,,,phv00085560.v2,phs000209.v13
nvalues1,MESA_Exam1Main,PEOPLE IN NEIGHBORHOOD DO NOT SHARE THE SAME VALUES,NUMERIC,,1=STRONGLY AGREE|2=AGREE|3=NEITHER AGREE NOR DISAGREE|4=DISAGREE|5=STRONGLY DISAGREE,5,phv00085491.v2,phs000209.v13
nviolen1,MESA_Exam1Main,VIOLENCE PROBLEM IN NEIGHBORHOOD,NUMERIC,,1=VERY SERIOUS PROBLEM|2=SOMEWHAT SERIOUS PROBLEM|3=MINOR PROBLEM|4=NOT REALLY A PROBLEM,4,phv00085483.v2,phs000209.v13
nvtrg31c,MESA_Exam1Main,CALCULATED VLDL TRIGLYCERIDES (mg/dL) FROM NMR LIPOPROFILE-3 SPECTRAL ANALYSIS,NUMERIC,mg/dL,,,phv00160505.v1,phs000209.v13
oaia1c,MESA_Exam1Main,ORAL ANTI-INFLAMMATORY ASTHMA DRUGS LEUKOTRIENE RECEPTOR ANTAGONISTS AND INHIBITORS OF LIPO-OXYGENASE,NUMERIC,,0=NO|1=YES,2,phv00085379.v2,phs000209.v13
oaormn1,MESA_Exam1Main,FLOW PARAMETER: MINIMUM AORTIC AREA,NUMERIC,,,,phv00084499.v2,phs000209.v13
oaormx1,MESA_Exam1Main,FLOW PARAMETER: MAXIMUM AORTIC AREA,NUMERIC,,,,phv00084498.v2,phs000209.v13
oardis1,MESA_Exam1Main,FLOW PARAMETER: AORTIC DISTENSIBILITY,NUMERIC,,,,phv00084493.v2,phs000209.v13
oavflw1,MESA_Exam1Main,FLOW PARAMETER: AVERAGE FLOW VELOCITY (cm/sec),NUMERIC,cm/sec,,,phv00085479.v2,phs000209.v13
occmn1c,MESA_Exam1Main,TOTAL WORK MIN M-SU/WK,NUMERIC,min/wk M-Su,,,phv00085685.v2,phs000209.v13
occmt1c,MESA_Exam1Main,TOTAL WORK MET-min/wk M-Su,NUMERIC,MET-min/wk M-Su,,,phv00085686.v2,phs000209.v13
odapa1,MESA_Exam1Main,"APICAL SLICE: SEGMENT A, END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085415.v2,phs000209.v13
odapb1,MESA_Exam1Main,"APICAL SLICE: SEGMENT B, END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085416.v2,phs000209.v13
odapc1,MESA_Exam1Main,"APICAL SLICE: SEGMENT C, END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085417.v2,phs000209.v13
odapd1,MESA_Exam1Main,"APICAL SLICE: SEGMENT D, END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085418.v2,phs000209.v13
odape1,MESA_Exam1Main,"APICAL SLICE: SEGMENT E, END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085419.v2,phs000209.v13
odapf1,MESA_Exam1Main,"APICAL SLICE: SEGMENT F, END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085420.v2,phs000209.v13
odbsa1,MESA_Exam1Main,"BASAL SLICE: SEGMENT A (INFERIOR SEPTUM), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085427.v2,phs000209.v13
odbsb1,MESA_Exam1Main,"BASAL SLICE: SEGMENT B (SUPERIOR SEPTUM), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085428.v2,phs000209.v13
odbsc1,MESA_Exam1Main,"BASAL SLICE: SEGMENT C (ANTERIOR WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085429.v2,phs000209.v13
odbsd1,MESA_Exam1Main,"BASAL SLICE: SEGMENT D (SUPERIOR LATERAL WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085430.v2,phs000209.v13
odbse1,MESA_Exam1Main,"BASAL SLICE: SEGMENT E (INFERIOR LATERAL WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085431.v2,phs000209.v13
odbsf1,MESA_Exam1Main,"BASAL SLICE: SEGMENT F (INFERIOR WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085432.v2,phs000209.v13
odmda1,MESA_Exam1Main,"MID SLICE: SEGMENT A (INFERIOR SEPTUM), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085421.v2,phs000209.v13
odmdb1,MESA_Exam1Main,"MID SLICE: SEGMENT B (SUPERIOR SEPTUM), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085422.v2,phs000209.v13
odmdc1,MESA_Exam1Main,"MID SLICE: SEGMENT C (ANTERIOR WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085423.v2,phs000209.v13
odmdd1,MESA_Exam1Main,"MID SLICE: SEGMENT D (SUPERIOR LATERAL WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085424.v2,phs000209.v13
odmde1,MESA_Exam1Main,"MID SLICE: SEGMENT E (INFERIOR LATERAL WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085425.v2,phs000209.v13
odmdf1,MESA_Exam1Main,"MID SLICE: SEGMENT F (INFERIOR WALL), END-DIASTOLE (mm)",NUMERIC,mm,,,phv00085426.v2,phs000209.v13
ohga1c,MESA_Exam1Main,ORAL HYPOGLYCEMIC AGENTS-NOW CONSTRUCTED FROM:,NUMERIC,,0=NO|1=YES,2,phv00085380.v2,phs000209.v13
olvedm1,MESA_Exam1Main,LV MASS (g) USING FGRE MRI PULSE SEQUENCE,NUMERIC,g,,,phv00085408.v3,phs000209.v13
olvedm1t,MESA_Exam1Main,LV END-DIASTOLIC MASS (g) USING SSFG MRI PULSE SEQUENCE,NUMERIC,g,,,phv00191173.v1,phs000209.v13
olvedv1,MESA_Exam1Main,LV END-DIASTOLIC VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00085409.v3,phs000209.v13
olvedv1t,MESA_Exam1Main,LV END-DIASTOLIC VOLUME (mL) USING SSFG MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00191174.v1,phs000209.v13
olvef1,MESA_Exam1Main,LV EJECTION FRACTION (%) USING FGRE MRI PULSE SEQUENCE,NUMERIC,%,,,phv00085411.v3,phs000209.v13
olvef1t,MESA_Exam1Main,LV EJECTION FRACTION (%) USING SSFG MRI PULSE SEQUENCE,NUMERIC,%,,,phv00191176.v1,phs000209.v13
olvesv1,MESA_Exam1Main,LV END-SYSTOLIC VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00085410.v3,phs000209.v13
olvesv1t,MESA_Exam1Main,LV END-SYSTOLIC VOLUME (mL) USING SSFG MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00191175.v1,phs000209.v13
olvsv1,MESA_Exam1Main,LV STROKE VOLUME (mL) USING FGRE MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00085412.v3,phs000209.v13
olvsv1t,MESA_Exam1Main,LV STROKE VOLUME (mL) USING SSFG MRI PULSE SEQUENCE,NUMERIC,mL,,,phv00191177.v1,phs000209.v13
omassv1,MESA_Exam1Main,VERSION OF MASS USED,STRING,,,,phv00085451.v2,phs000209.v13
osapa1,MESA_Exam1Main,"APICAL SLICE: SEGMENT A (INFERIOR SEPTUM), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085433.v2,phs000209.v13
osapb1,MESA_Exam1Main,"APICAL SLICE: SEGMENT B (SUPERIOR SEPTUM), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085434.v2,phs000209.v13
osapc1,MESA_Exam1Main,"APICAL SLICE: SEGMENT C (ANTERIOR WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085435.v2,phs000209.v13
osapd1,MESA_Exam1Main,"APICAL SLICE: SEGMENT D (SUPERIOR LATERAL WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085436.v2,phs000209.v13
osape1,MESA_Exam1Main,"APICAL SLICE: SEGMENT E (INFERIOR LATERAL WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085437.v2,phs000209.v13
osapf1,MESA_Exam1Main,"APICAL SLICE: SEGMENT F (INFERIOR WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085438.v2,phs000209.v13
osbsa1,MESA_Exam1Main,"BASAL SLICE: SEGMENT A (INFERIOR SEPTUM), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085445.v2,phs000209.v13
osbsb1,MESA_Exam1Main,"BASAL SLICE: SEGMENT B (SUPERIOR SEPTUM), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085446.v2,phs000209.v13
osbsc1,MESA_Exam1Main,"BASAL SLICE: SEGMENT C (ANTERIOR WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085447.v2,phs000209.v13
osbsd1,MESA_Exam1Main,"BASAL SLICE: SEGMENT D (SUPERIOR LATERAL WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085448.v2,phs000209.v13
osbse1,MESA_Exam1Main,"BASAL SLICE: SEGMENT E (INFERIOR LATERAL WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085449.v2,phs000209.v13
osbsf1,MESA_Exam1Main,"BASAL SLICE: SEGMENT F (INFERIOR WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085450.v2,phs000209.v13
osmda1,MESA_Exam1Main,"MID SLICE: SEGMENT A (INFERIOR SEPTUM), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085439.v2,phs000209.v13
osmdb1,MESA_Exam1Main,"MID SLICE: SEGMENT B (SUPERIOR SEPTUM), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085440.v2,phs000209.v13
osmdc1,MESA_Exam1Main,"MID SLICE: SEGMENT C (ANTERIOR WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085441.v2,phs000209.v13
osmdd1,MESA_Exam1Main,"MID SLICE: SEGMENT D (SUPERIOR LATERAL WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085442.v2,phs000209.v13
osmde1,MESA_Exam1Main,"MID SLICE: SEGMENT E (INFERIOR LATERAL WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085443.v2,phs000209.v13
osmdf1,MESA_Exam1Main,"MID SLICE: SEGMENT F (INFERIOR WALL), END-SYSTOLE (mm)",NUMERIC,mm,,,phv00085444.v2,phs000209.v13
ostrd1c,MESA_Exam1Main,ORAL STEROIDS,NUMERIC,,0=NO|1=YES,2,phv00085381.v2,phs000209.v13
osv1,MESA_Exam1Main,FLOW PARAMETER: STROKE VOLUME,NUMERIC,,,,phv00085480.v2,phs000209.v13
otch2b1c,MESA_Exam1Main,OVER-THE-COUNTER H-2 BLOCKERS,NUMERIC,,0=NO|1=YES,2,phv00085382.v2,phs000209.v13
othalc1,MESA_Exam1Main,OTHER ALCOHOL (FORMER DRINKERS),NUMERIC,,0=NO|1=YES,2,phv00085604.v2,phs000209.v13
othalrt1,MESA_Exam1Main,OTHER ALERT,NUMERIC,,0=NO REFERRAL|2=ABNORMAL REFERRAL|3=URGENT REFERRAL,3,phv00085476.v2,phs000209.v13
othcn1,MESA_Exam1Main,OTHER CANCER,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085220.v2,phs000209.v13
othssn1,MESA_Exam1Main,GET MEDICARE BENEFITS USING SSN OTHER THAN OWN,NUMERIC,,0=NO|1=YES,2,phv00085555.v2,phs000209.v13
othtob1,MESA_Exam1Main,EVER USED OTHER TOBACCO PRODUCTS,NUMERIC,,0=NO|1=YES,2,phv00085575.v2,phs000209.v13
otlngtx1,MESA_Exam1Main,SPECIFY OTHER LANGUAGE SPOKEN IN HOME,STRING,,,,phv00085552.v2,phs000209.v13
ovaage1,MESA_Exam1Main,AGE WHEN OVARIES REMOVED,NUMERIC,,,,phv00085258.v2,phs000209.v13
ovarem1,MESA_Exam1Main,SURGERY TO REMOVE OVARIES,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085257.v2,phs000209.v13
ovaremn1,MESA_Exam1Main,# OF OVARIES REMOVED,NUMERIC,,1=1 OVARY REMOVED|2=2 OVARIES REMOVED,2,phv00085259.v2,phs000209.v13
ovpm1,MESA_Exam1Main,FLOW PARAMETER: VOLUME PER MINUTE,NUMERIC,,,,phv00085481.v2,phs000209.v13
oxldl1,MESA_Exam1Main,OxLDL (mg/dl),NUMERIC,mg/dl,,,phv00084462.v2,phs000209.v13
pactadm1,MESA_Exam1Main,PA QUESTIONNAIRE: MODE OF ADMINISTRATION,NUMERIC,,-9=MISSING|1=SELF-ADMINISTERED|2=INTERVIEWER-ADMINISTERED,3,phv00085624.v2,phs000209.v13
pahrdy1c,MESA_Exam1Main,REPORTED TOTAL PA HOURS PER DAY,NUMERIC,hours/day,,,phv00085697.v2,phs000209.v13
pai1,MESA_Exam1Main,PAI-1 (ng/ml),NUMERIC,ng/ml,,,phv00085038.v2,phs000209.v13
pamcm1c,MESA_Exam1Main,MODERATE PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,MET-min/wk M-Su,,,phv00085700.v2,phs000209.v13
pamput1,MESA_Exam1Main,FAMILY HISTORY AMPUTATION (NOT DUE TO INJURY): PARENT,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085313.v2,phs000209.v13
pamvcm1c,MESA_Exam1Main,MODERATE AND VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,MET-min/wk M-Su,,,phv00085702.v2,phs000209.v13
pap1,MESA_Exam1Main,PLASMIN-ANTIPLASMIN COMPLEX (PAP) (nM),NUMERIC,nM,,,phv00085012.v2,phs000209.v13
pap1M,MESA_Exam1Main,EXCEPTIONAL MISSING PAP1,NUMERIC,,-777=INVALID (UNREPORTABLE) RESULT|-555=VALUE IS ABOVE MEASUREMENT LIMITS|-333=VALUE < 0.20 (BELOW MEASUREMENT LIMITS),3,phv00085013.v2,phs000209.v13
pavcm1c,MESA_Exam1Main,VIGOROUS PHYSICAL ACTIVITY TOTAL (MET-min/wk M-Su),NUMERIC,MET-min/wk M-Su,,,phv00085701.v2,phs000209.v13
paxis1,MESA_Exam1Main,P AXIS (DEGREES),NUMERIC,degrees,,,phv00084570.v2,phs000209.v13
paxis1c,MESA_Exam1Main,P AXIS (DEGREES) - WITH 999 VALUES RECODED TO MISSING,NUMERIC,degrees,,,phv00084688.v2,phs000209.v13
pdei1c,MESA_Exam1Main,PHOSPHODIESTERASE INHIBITORS,NUMERIC,,0=NO|1=YES,2,phv00085383.v2,phs000209.v13
perieff1,MESA_Exam1Main,PERICARD EFFUSION ALERT,NUMERIC,,0=NO REFERRAL|2=ABNORMAL REFERRAL|3=URGENT REFERRAL,3,phv00085472.v2,phs000209.v13
pheval1,MESA_Exam1Main,WAS THE THE STUDY EVALUABLE?,NUMERIC,,0=NO|1=YES,2,phv00085468.v2,phs000209.v13
phok11c,MESA_Exam1Main,SCAN 1: PHANTOM ADJUSTMENT VALID,NUMERIC,,0=NOT VALID|1=VALID,2,phv00084533.v2,phs000209.v13
phok21c,MESA_Exam1Main,SCAN 2: PHANTOM ADJUSTMENT VALID,NUMERIC,,0=NOT VALID|1=VALID,2,phv00084541.v2,phs000209.v13
phxadm1,MESA_Exam1Main,QUESTIONNAIRE ADMINISTRATOR - PERSONAL HISTORY,NUMERIC,,1=SELF-ADMIN|2=INTERVIEWER-ADMIN,2,phv00085613.v2,phs000209.v13
phxlocc1,MESA_Exam1Main,FORM COMPLETED AT CLINIC,NUMERIC,,0=NO|1=YES,2,phv00085612.v2,phs000209.v13
phxloch1,MESA_Exam1Main,FORM COMPLETED AT HOME,NUMERIC,,0=NO|1=YES,2,phv00085611.v2,phs000209.v13
pip1c,MESA_Exam1Main,PIPE SMOKING STATUS,NUMERIC,,0=NEVER|1=FORMER|2=CURRENT,3,phv00085617.v2,phs000209.v13
pipage1,MESA_Exam1Main,PIPE: AGE STARTED SMOKING,NUMERIC,,,,phv00085582.v2,phs000209.v13
pipageq1,MESA_Exam1Main,PIPE: AGE QUIT SMOKING,NUMERIC,,,,phv00085584.v2,phs000209.v13
pipcur1,MESA_Exam1Main,PIPE: SMOKED IN LAST 30 DAYS,NUMERIC,,0=NO|1=YES,2,phv00085583.v2,phs000209.v13
pipday1,MESA_Exam1Main,PIPE: AVERAGE # SMOKED PER DAY,NUMERIC,,,,phv00085585.v2,phs000209.v13
pipe1,MESA_Exam1Main,SMOKED AT LEAST 20 PIPEFULS OF TOBACCO IN LIFETIME,NUMERIC,,0=NO|1=YES,2,phv00085581.v2,phs000209.v13
pipyrs1c,MESA_Exam1Main,PIPE SMOKING AMOUNT (PIPEFULS PER DAY * YEARS),NUMERIC,,,,phv00085618.v2,phs000209.v13
pkyrs1c,MESA_Exam1Main,PACK-YEARS OF CIGARETTE SMOKING,NUMERIC,,,,phv00085544.v3,phs000209.v13
pmi1,MESA_Exam1Main,FAMILY HISTORY OF HEART ATTACK: PARENT,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085312.v2,phs000209.v13
pneumo1,MESA_Exam1Main,"PNEUMONIA, PAST TWO WEEKS",NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085295.v2,phs000209.v13
postdia1,MESA_Exam1Main,DIASTOLIC BLOOD PRESSURE AFTER SERIES 7 MRI,NUMERIC,,,,phv00084497.v2,phs000209.v13
postsys1,MESA_Exam1Main,SYSTOLIC BLOOD PRESSURE AFTER SERIES 7 MRI,NUMERIC,,,,phv00084496.v2,phs000209.v13
ppa_101,MESA_Exam1Main,PULSE PRESSURE AMPLIFICATION x10,NUMERIC,,,,phv00196277.v1,phs000209.v13
ppi1c,MESA_Exam1Main,PROTON PUMP INHIBITORS,NUMERIC,,0=NO|1=YES,2,phv00085384.v2,phs000209.v13
pprescp1,MESA_Exam1Main,"PULSE PRESSURE (FROM OSCILLOMETRIC CUFF), (mmHg)",NUMERIC,mmHg,,,phv00085706.v2,phs000209.v13
prcacgt01c,MESA_Exam1Main,"AGE, GENDER, RACE-ADJUSTED PROBABILITY OF A NON-ZERO CALCIUM SCORE (MCCLELLAND, CIRCULATION 2006)",NUMERIC,,,,phv00084543.v2,phs000209.v13
prdsnum1,MESA_Exam1Main,# OF MENSTRUAL PERIODS IN PAST 12 MONTHS,NUMERIC,,,,phv00085266.v2,phs000209.v13
prdur1,MESA_Exam1Main,PR INTERVAL (MSEC),NUMERIC,msec,,,phv00084566.v2,phs000209.v13
prdur1c,MESA_Exam1Main,PR INTERVAL (MSEC) - WITH 0=SUPRESSED RECODED TO MISSING,NUMERIC,msec,,,phv00084689.v2,phs000209.v13
predia1,MESA_Exam1Main,DIASTOLIC BLOOD PRESSURE BEFORE SERIES 7 MRI,NUMERIC,,,,phv00084495.v2,phs000209.v13
preg1,MESA_Exam1Main,EVER BEEN PREGNANT,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085251.v2,phs000209.v13
pregn1,MESA_Exam1Main,# OF PREGNANCIES,NUMERIC,,,,phv00085252.v2,phs000209.v13
presys1,MESA_Exam1Main,SYSTOLIC BLOOD PRESSURE BEFORE SERIES 7 MRI,NUMERIC,,,,phv00084494.v2,phs000209.v13
prgstn1c,MESA_Exam1Main,PROGESTINS,NUMERIC,,0=NO|1=YES,2,phv00085385.v2,phs000209.v13
prknsn1c,MESA_Exam1Main,DRUGS USED TO TREAT PARKINSON'S,NUMERIC,,0=NO|1=YES,2,phv00085386.v2,phs000209.v13
prmrn1c,MESA_Exam1Main,PREMARIN (CONJUGATED ESTROGENS),NUMERIC,,0=NO|1=YES,2,phv00085387.v2,phs000209.v13
prob1c,MESA_Exam1Main,PROBUCOL,NUMERIC,,0=NO|1=YES,2,phv00085388.v2,phs000209.v13
prostcn1,MESA_Exam1Main,PROSTATE CANCER,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085214.v2,phs000209.v13
pstk1,MESA_Exam1Main,FAMILY HISTORY OF STROKE: PARENT,NUMERIC,,0=NO|1=YES|9=DO NOT KNOW,3,phv00085314.v2,phs000209.v13
pulsecp1,MESA_Exam1Main,"PULSE RATE (FROM OSCILLOMETRIC CUFF), (BEATS/MINUTE)",NUMERIC,beats/minute,,,phv00085707.v2,phs000209.v13
pulsewp1,MESA_Exam1Main,"PULSE RATE (FROM WAVEFORM ANALYSIS), (BEATS/MINUTE)",NUMERIC,beats/minute,,,phv00085711.v2,phs000209.v13
pvdl1c,MESA_Exam1Main,"PERIPHERAL VASODILATORS, EXCLUDE DIPYRIDAMOLE",NUMERIC,,0=NO|1=YES,2,phv00085389.v2,phs000209.v13
