tinyId	designation	question_text	definition	datatype	permissible_values	classification	concept_codes	external_ids	steward_org	registration_status	nih_endorsed
9AHnm0jE0t2	Neurobehavioral Symptom Inventory (NSI) - Slow thinking impairment score		Score of subject's slow thinking impairment, as part of the Neurobehavioral Symptom Inventory (NSI)	Value List	0=0= None - rarely if ever present, not a problem at all | 1=1= Mild - occasionally present, but it does not disrupt activities, I can usually continue what I'm doing, doesn't really concern me | 2=2= Moderate - Often present, occasionally disrupts my activities, I can usually continue what I'm doing with some effort, I feel somewhat concerned | 3=3= Severe - Frequently present and disrupts activities, I can only do things that are fairly simple or take little effort, I feel like I need help | 4=4= Very severe - Almost always present and I have been unable to perform at work, school or home due to this problem, I probably cannot function without help	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C07339; BRICS Variable Name:NSISlwThnkngImprmntScore	NINDS	Qualified	False
1T_bRAcuDKj	Neurobehavioral Symptom Inventory (NSI) - Taste impairment score		Score of subject's taste impairment, as part of the Neurobehavioral Symptom Inventory (NSI)	Value List	0=0= None - rarely if ever present, not a problem at all | 1=1= Mild - occasionally present, but it does not disrupt activities, I can usually continue what I'm doing, doesn't really concern me | 2=2= Moderate - Often present, occasionally disrupts my activities, I can usually continue what I'm doing with some effort, I feel somewhat concerned | 3=3= Severe - Frequently present and disrupts activities, I can only do things that are fairly simple or take little effort, I feel like I need help | 4=4= Very severe - Almost always present and I have been unable to perform at work, school or home due to this problem, I probably cannot function without help	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C07334; BRICS Variable Name:NSITastImprmntScore	NINDS	Qualified	False
yT6A8tyAMSm	Neurobehavioral Symptom Inventory (NSI) - Total score		Total Score for the Neurobehavioral Symptom Inventory (NSI) (0-88)	Number		NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C07350; BRICS Variable Name:NSITotalScore	NINDS	Qualified	False
AQ4uCy71NTR	Neurobehavioral Symptom Inventory (NSI) - Vision impairment score		Score of subject's vision impairment, as part of the Neurobehavioral Symptom Inventory (NSI)	Value List	0=0= None - rarely if ever present, not a problem at all | 1=1= Mild - occasionally present, but it does not disrupt activities, I can usually continue what I'm doing, doesn't really concern me | 2=2= Moderate - Often present, occasionally disrupts my activities, I can usually continue what I'm doing with some effort, I feel somewhat concerned | 3=3= Severe - Frequently present and disrupts activities, I can only do things that are fairly simple or take little effort, I feel like I need help | 4=4= Very severe - Almost always present and I have been unable to perform at work, school or home due to this problem, I probably cannot function without help	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C07329; BRICS Variable Name:NSIVisnImprmntScore	NINDS	Qualified	False
BsDxKHxJ	Neurocognitive test (NC) - neurocognitive testing mastery text	On what post injury day is neurocognitive testing mastered?	A free text to describe criteria for mastering neurocognitive testing (optional)	Text		NINDS > Preclinical TBI		BRICS Variable Name:NCTMasteryTxt	NINDS	Qualified	False
WNMWMaTye	Neurocognitive test (NC) - total score	What is the neurcognitive score for the animal on post injury day 1?	Total score for a given post injury day, as part of Neurocognitive test (NC.	Number		NINDS > Preclinical TBI		BRICS Variable Name:NCTTotalScore	NINDS	Qualified	False
mJ4w_YT6I	Neuroendocrine lab panel type		The type of specific neuroendocrine lab panel that was performed.	Value List	Cortisol | Diabetes | Thyroid | Sex hormones | Other	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C57126; BRICS Variable Name:NeroLabPanelTyp	NINDS	Qualified	False
myQlb3EcRcX	Neurogenic bowel dysfunction total score		The total score for Neurogenic Bowel Dysfunction used for assessment of bowel symptoms in individuals with SCI	Number		NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C53075; BRICS Variable Name:NBDTotalScore	NINDS	Qualified	False
8mrxTW1Y_3	Neurologic Exam Comments			Text		NICHD > NBSTRN Krabbe Disease		NICHD Variable Name:c_neurologic_exam_comments	NICHD	Qualified	False
XkWwwFpp8	Neurologic summary assessment status		The status of summary neurologic assessment in neurological examination.	Value List	Abnormal | Normal | Exam not done	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C57920; BRICS Variable Name:NeuroSummaryAssmtStat	NINDS	Qualified	False
XJgX4wtTaL	Neurological Alzheimer disease type text		Text of type of neurological Alzheimer disease that the subject's/participant's family relative has ever been diagnosed with.	Text		NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C58114; BRICS Variable Name:NeurologiclAlzheimerDisTypTxt	NINDS	Qualified	False
71Tdku__2dl	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Best language scale		The scale as related to language (naming objects and reading sentences fromstimulus card, comprehension of language through entire exam), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=No aphasia (reading sentences, naming and comprehension are intact) | 1=Mild to moderate aphasia (mild to moderate naming errors, word-finding errors, paraphasias, mild impairment in comprehension or expression) | 2=Severe aphasia (difficulty in reading as well as naming objects, Broca's or Wernicke's aphasia) | 3=Mute	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20670; BRICS Variable Name:NOSTBIBestLanguageScl	NINDS	Qualified	False
Q1A_J_Wb2ug	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Dysarthria scale		The scale as related to dysarthria (pronounce standard list of words from stimulus card; observation through examination), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=Normal articulation (clear and without articulation difficulty) | 1=Mild to moderate dysarthria (slurring, can be understood but with some difficulty) | 2=Near unintelligible or worse (patient's speech so slurred that it is unintelligible) | UN=Untestable (use only if patient has endotracheal tube or Best Language=3)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20671; BRICS Variable Name:NOSTBIDysarthriaScl	NINDS	Qualified	False
XJxtJOWb2Ol	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Gait ataxia scale (supplemental)		The scale as related to gait ataxia, as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI). Supplemental.	Value List	0=Normal tandem gait | 1=Occasional lateral missteps (two or less within 10 consecutive steps) | 2=Frequent lateral missteps (more than two within 10 consecutive steps) | UN=Untestable (patient is unable to ambulate safely)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20675; BRICS Variable Name:NOSTBIGaitAtaxiaScl	NINDS	Qualified	False
mJ_tkdWZ3dx	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Gait ataxia untestable reason		Reason gait ataxia is untestable (patient is unable to ambulate safely), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Text		NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20676; BRICS Variable Name:NOSTBIGaitAtaxiaUntestRsn	NINDS	Qualified	False
mkfYydb_ndx	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Gaze scale		The scale as related to gaze (only horizontal eye movements; check for abnormal spontaneous movements and ability to look right and left to command), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=Normal | 1=Partial gaze palsy (unable to move one or both eyes completely to at least one direction) | 2=Forced deviation or total gaze paresis (conjugate deviation of eyes to right or left)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20602; BRICS Variable Name:NOSTBIGazeScl	NINDS	Qualified	False
QJCFJubWn_x	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Left arm motor function scale		The scale as related to motor function for left arm, as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=No drift | 1=Drift (able to hold for 10 seconds but there is drift, limb falls to intermediate position) | 2=Some effort against gravity (unable to hold for 10 seconds, but some effort against gravity) | 3=No effort against gravity (unable to raise to angle, but some effort against gravity, patient is unable to sustain the position if the examiner raises the limb to the correct angle) | 4=No movement (unable to move the limb, no movement against gravity) | UN=Untestable (use if limb is missing or amputated, or shoulder joint is fused)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20629; BRICS Variable Name:NOSTBIMotorFunctLeftArmScl	NINDS	Qualified	False
7knYyO__ndl	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Left arm motor function untestable reason		Reason left arm motor function is untestable (use if limb is missing or amputated or shoulder joint is fused), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Text		NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20635; BRICS Variable Name:NOSTBIMotorFuncLArmUntestblRsn	NINDS	Qualified	False
mky91u_b3Ol	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Left leg motor function scale		Scale of motor function for left leg, as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=No drift | 1=Drift (able to hold for 10 seconds but there is drift, limb falls to intermediate position) | 2=Some effort against gravity (unable to hold for 10 seconds, but some effort against gravity) | 3=No effort against gravity (unable to raise to angle, but some effort against gravity, patient is unable to sustain the position if the examiner raises the limb to the correct angle) | 4=No movement (unable to move the limb, no movement against gravity) | UN=Untestable (use if limb is missing or amputated, or shoulder joint is fused)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20642; BRICS Variable Name:NOSTBIMotorFunctLeftLegScl	NINDS	Qualified	False
71HtyObb3ug	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Left leg motor function untestable reason		Reason left leg motor function is untestable (use if limb is missing or amputated or hip joint is fused), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Text		NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20649; BRICS Variable Name:NOSTBILeftLegUntestblRsn	NINDS	Qualified	False
7ywqkuZb3Og	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Left lower extremity sensory scale		The scale as related to left leg sensory loss (examine with sharp and dull ends of a pin on proximal ends of all four limbs), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=Normal (no sensory loss) | 1=Partial loss (mild to moderate diminution in perception) | 2=Dense loss (severe sensory loss so that the patient is unaware of being touched)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20668; BRICS Variable Name:NOSTBISensoryLeftLegScl	NINDS	Qualified	False
mkkY1uWWnOg	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Left side facial paresis scale		The scale as related to facial paresis on the left side (look for symmetry at rest and during spontaneous facial movements; observe activation during commands such as smile, show teeth, puff out cheeks, pucker, close eyes forcefully, raise eyebrows), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=Normal facial movements, no abnormal asymmetry | 1=Minor paresis (asymmetry at rest or doing spontaneous facial movements) | 2=Partial paresis (unilateral ''central'' facial paresis, decreased spontaneous and forced movements with changes most prominent at the mouth, orbital and forehead are normal) | 3=Complete palsy (involves forehead, orbital, and circumoral muscles)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20624; BRICS Variable Name:NOSTBIFacialParesisLeftScl	NINDS	Qualified	False
mkmt1uWZhdl	Neurological Outcome Scale for Traumatic Brain Injury (NOS - TBI) - Left side hearing scale		The scale as related to hearing on the left side (finger rub), as part of Neurological Outcome Scale for Traumatic Brain Injury (NOS-TBI)	Value List	0=No deficits | 1=Mild deficit (inconsistent detection of the stimulus or need to increase volume) | 2=Severe or complete hearing deficit in left ear (cannot detect the stimulus at all)	NINDS > Disease; NINDS > Domain; NINDS > Population		NINDS:C20615; BRICS Variable Name:NOSTBIHearingLeftSideScl	NINDS	Qualified	False
